,userid,construction_type,verb,theme,preposition,goal,theme_type,goal_type,tag,latitude,longitude
2794,6095047,it+pronominal_object,sing,it,,ya,pronominal,pronominal,theme_goal_ditransitive,53.8007554,-1.5490774
2791,3947450,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.45617716586978,-2.056256573773811
2788,314654,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.486243,-1.890401
2916,4169209,it+pronominal_object,sell,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2917,5766712,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.7018191596294,-1.664671569583901
2918,5451494,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.683298,-1.505924
125,4787081,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.41191266935471,-1.5186510779627418
127,3864234,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,54.52361,-1.559458
2921,819232,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.361897184290534,-0.181587093983755
2784,3168292,it+pronominal_object,give,it,,her,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2781,2729656,it+pronominal_object,sent,it,,you,pronominal,pronominal,theme_goal_ditransitive,54.428736,-2.961333
2777,4413025,it+pronominal_object,get,it,,her,pronominal,pronominal,theme_goal_ditransitive,53.5768647,-2.4282192000000005
2776,4413025,it+pronominal_object,get,it,,her,pronominal,pronominal,theme_goal_ditransitive,53.5768647,-2.4282192000000005
2775,2348120,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.486243,-1.890401
2927,4948533,it+pronominal_object,give,it,,ya,pronominal,pronominal,theme_goal_ditransitive,54.597285,-5.93012
2928,1579115,it+pronominal_object,pay,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2774,518320,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.69994079999999,-2.0218293000000003
2930,211058,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.93184416076496,-1.2074820715725711
2772,2123270,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,52.4750743,-1.8298330000000005
131,814976,it+pronominal_object,give,it,,ya,pronominal,pronominal,theme_goal_ditransitive,52.26864816807892,-1.901686075954882
2933,3372074,it+pronominal_object,give,it,,me,pronominal,pronominal,theme_goal_ditransitive,52.76670866865177,-1.223951578119046
2760,3921183,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.41191266935471,-1.5186510779627418
2757,1527616,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.5073509,-0.12775830000000002
2751,5758205,it+pronominal_object,got,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.8108176,-1.7626099999999998
2749,4234995,it+pronominal_object,give,it,,ya,pronominal,pronominal,theme_goal_ditransitive,50.9097004,-1.4043508999999998
2746,2801900,it+pronominal_object,gifted,it,,them,pronominal,pronominal,theme_goal_ditransitive,53.456952157913115,-2.233479566883483
2743,357921,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.486243,-1.890401
2940,6516674,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.383164163093134,-1.449611572954178
2741,1562577,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2735,975168,it+pronominal_object,got,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.94921,-0.283414
2732,1008322,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2724,1446003,it+pronominal_object,sent,it,,u,pronominal,pronominal,theme_goal_ditransitive,52.68778666209162,-2.421478069831926
2715,1906750,it+pronominal_object,drop,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.4703237,-0.0673872
2713,3158704,it+pronominal_object,give,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.456952157913115,-2.233479566883483
2712,133236,it+pronominal_object,lend,it,,u,pronominal,pronominal,theme_goal_ditransitive,54.19035664772005,-3.0794500568336622
2706,596929,it+pronominal_object,report,it,,u,pronominal,pronominal,theme_goal_ditransitive,54.34382900000001,-7.6318728
2701,1981494,it+pronominal_object,give,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.249855164070084,-1.439097073790054
2699,2763664,it+pronominal_object,sent,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.81750529999999,-3.0356748
2691,6283688,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.193392,-2.893075
2680,1955459,it+pronominal_object,given,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.4875235,-2.2901264
2670,522303,it+pronominal_object,pass,it,,you,pronominal,pronominal,theme_goal_ditransitive,54.00368149999999,-6.3755138
2668,730478,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.42500466423073,-1.2084365744720658
2667,3257688,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,54.97825200000001,-1.61778
150,4167512,it+pronominal_object,bring,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.5073509,-0.12775830000000002
2664,3370652,it+pronominal_object,get,it,,ya,pronominal,pronominal,theme_goal_ditransitive,53.34980529999999,-6.260309700000001
151,2065175,it+pronominal_object,feed,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.38876217899893,0.116242409691823
2647,4969706,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.748575,-2.487529
2645,958936,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.67216466487044,-1.974026573161629
159,999121,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.656489,-0.39032
2594,1453083,it+pronominal_object,leave,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4875235,-2.2901264
2591,5396239,it+pronominal_object,pass,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.381129,-1.470085
2588,579802,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2583,555180,it+pronominal_object,stick,it,,you,pronominal,pronominal,theme_goal_ditransitive,54.92103111183631,-7.866290521939138
2568,1286649,it+pronominal_object,got,it,,me,pronominal,pronominal,theme_goal_ditransitive,51.579375759677276,-3.242954677237794
171,2686994,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2563,5021658,it+pronominal_object,give,it,,me,pronominal,pronominal,theme_goal_ditransitive,51.5557739,-1.7797176
2554,6570709,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.381129,-1.470085
2553,3071524,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
173,502776,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.8642112,-2.2380335
2546,141880,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.9155296661778,-1.470778075459931
2544,2191601,it+pronominal_object,leave,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.7018191596294,-1.664671569583901
2542,4231543,it+pronominal_object,dm,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.558301161754294,-1.4727810717877632
2975,1691855,it+pronominal_object,get,it,,u,pronominal,pronominal,theme_goal_ditransitive,51.4282148,-0.16692449999999998
174,502776,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.5171488,-0.0913223
2534,1742243,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.381129,-1.470085
2526,5246436,it+pronominal_object,dm,it,,me,pronominal,pronominal,theme_goal_ditransitive,51.335545,1.419895
2520,5758083,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.381129,-1.470085
178,3663548,it+pronominal_object,return,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.4607341,-0.1183845
2513,3225997,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.454513,-2.58791
2502,4539456,it+pronominal_object,read,it,,ya,pronominal,pronominal,theme_goal_ditransitive,53.696309661204396,-1.4058520714850051
2983,4174714,it+pronominal_object,show,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.3900441,-2.5969501
189,2253617,it+pronominal_object,give,it,,ya,pronominal,pronominal,theme_goal_ditransitive,51.5157717308873,-1.154786076525961
2489,5787212,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.258663,-2.119287
2485,1039347,it+pronominal_object,dm,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.40837140000001,-2.9915726
2484,1039347,it+pronominal_object,post,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.40837140000001,-2.9915726
2988,6010402,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.427822420974884,-2.2351661330828465
2481,6140241,it+pronominal_object,show,it,,u,pronominal,pronominal,theme_goal_ditransitive,52.95478320000001,-1.1581086
81,4262591,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,52.140769667083426,-2.217955574355402
2477,4830817,it+pronominal_object,sent,it,,me,pronominal,pronominal,theme_goal_ditransitive,52.63687779999999,-1.1397592
2470,2512965,it+pronominal_object,leave,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.573445,-0.0724376
2993,4360653,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,51.6055748,-0.06816649999999999
2994,1818973,it+pronominal_object,sent,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.147195,-1.198674
2467,5015953,it+pronominal_object,pass,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
193,6228278,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.5450645,-2.6325074
2450,3155554,it+pronominal_object,gave,it,,her,pronominal,pronominal,theme_goal_ditransitive,52.0765164,-2.6544182000000003
2441,4133079,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.496115,-2.518727
2999,3275782,it+pronominal_object,send,it,,u,pronominal,pronominal,theme_goal_ditransitive,53.714458885407716,-2.09858947415355
2436,2939471,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.7892877,-2.2405035
2431,6096487,it+pronominal_object,give,it,,u,pronominal,pronominal,theme_goal_ditransitive,53.25883965755108,-2.5208110659387843
3002,5590201,it+pronominal_object,played,it,,you,pronominal,pronominal,theme_goal_ditransitive,54.98789059252676,-1.645549913319113
3003,5704546,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.456952157913115,-2.233479566883483
2427,3896168,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.5450645,-2.6325074
2426,6000068,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.95478320000001,-1.1581086
2423,5222336,it+pronominal_object,read,it,,ya,pronominal,pronominal,theme_goal_ditransitive,57.30844442313854,-3.8026809771938064
2420,7429,it+pronominal_object,got,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.656489,-0.39032
2415,5824055,it+pronominal_object,hold,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.63687779999999,-1.1397592
2414,5824055,it+pronominal_object,hold,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.486243,-1.890401
2387,5909792,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.454513,-2.58791
2381,289444,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.193392,-2.893075
2373,6244539,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.481581,-3.17909
2372,6244539,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.481581,-3.17909
216,1333505,it+pronominal_object,dm,it,,me,pronominal,pronominal,theme_goal_ditransitive,52.59625916524333,-1.999258573403991
2363,5893988,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.493099,-1.280452
2362,5893988,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4696968,-1.3259683
2354,424412,it+pronominal_object,got,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.5073509,-0.12775830000000002
220,2213766,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,53.756629,-3.0213193
2349,2389153,it+pronominal_object,lend,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.153848680728544,0.139215908151416
2335,2403054,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.4199839,-1.15275
3021,1715263,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.5073509,-0.12775830000000002
2332,165832,it+pronominal_object,pass,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.85309116900074,-2.229417075872445
225,26005,it+pronominal_object,give,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.34980529999999,-6.260309700000001
2288,2040063,it+pronominal_object,pay,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.52605616450897,-2.203868072308913
2287,2040063,it+pronominal_object,pay,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.52605616450897,-2.203868072308913
2285,2710589,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2283,5449578,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.486243,-1.890401
2278,5050489,it+pronominal_object,offer,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.381129,-1.470085
2272,5947938,it+pronominal_object,said,it,,me,pronominal,pronominal,theme_goal_ditransitive,52.63687779999999,-1.1397592
2268,1841427,it+pronominal_object,bring,it,,u,pronominal,pronominal,theme_goal_ditransitive,53.30178315817082,-2.368639566786058
2267,1169163,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.381129,-1.470085
2264,2962580,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,56.12042962997166,-3.792553541373505
3033,5739348,it+pronominal_object,give,it,,him,pronominal,pronominal,theme_goal_ditransitive,52.907932,-2.144045
2263,5245336,it+pronominal_object,lend,it,,them,pronominal,pronominal,theme_goal_ditransitive,53.84118865042428,-3.032088559094829
2259,4691145,it+pronominal_object,say,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.465819670112374,-2.4925075760866897
2258,3288083,it+pronominal_object,gifted,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
3037,34504,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.5768647,-2.4282192000000005
3038,1539103,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.686675,-0.443368
2250,201856,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.5742447,0.4856781
3040,3585040,it+pronominal_object,gave,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.383164163093134,-1.449611572954178
239,96769,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,54.97825200000001,-1.61778
2240,5616321,it+pronominal_object,transfer,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
