index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emselves,him,himself,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens
328,Leeds,-1.5490774,53.80076,0.457863698027539,0.01,0.01,0.01,0.01,0.01,0.01,,0.015833047117972385,0.7226077230646377,0.06762891558888544,1.0,1.0,0.02159059719153187,0.698263713122027,1.0,0.5573209399742786,0.028930345629682667,0.020582961171937,0.3810552615500003,0.18526167831408769,0.12152620231688355,1.0,0.015771615374064175,0.18024690419112338,0.6911257115135587,0.6627588552712377
329,Harrogate,-1.5418120000000002,53.99211999999999,0.2540189033050563,0.01,0.01,0.01,0.01,0.01,0.01,,0.011179689536735822,0.5102321707575883,0.047752670370798264,0.7060984189231365,0.7060984189231365,0.015245086540546965,0.334266372407953,0.7060984189231364,0.39352343454859434,0.020427671308018803,0.014533596340261022,0.34894045389390826,0.13081297814462403,0.08580945931368468,0.7060984189231365,0.011136312679490544,0.15537778581106187,0.48800277217685156,0.46797297983432873
330,Leamington Spa,-1.5200789,52.28519,0.33984796044753807,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.05308652149612218,0.17803332140948433,0.01,0.01,0.01,0.12462245417051868,0.01,0.01,0.34271647694181573,0.01,0.3604995184549863,0.16626201719887576,0.01,0.01,0.01,0.3354264425827405,0.01,0.01
331,Coventry,-1.519693,52.40682,0.26771512287172894,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.35844762980658,0.20035099769868253,0.01,0.01,0.01,0.14024471841028985,0.01,0.01,0.1714125718411041,0.01,0.5232820349449028,0.1871040811993508,0.01,0.01,0.01,0.3976685603086799,0.01,0.01
332,Blyth,-1.510277,55.12696,0.28320749532169487,0.01,0.01,0.01,0.01,0.01,0.01,,0.19568388947674828,0.2180790893318401,0.01,0.01,0.01,0.5670406052660218,0.10970320466914527,0.01,0.01,0.08938902465427541,0.1907917914850488,0.1471731417759075,0.3122300847827344,0.01,0.01,0.12182790338322716,0.09355745572486494,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.2635424257709437,0.01,0.01,0.01,0.01,0.01,0.01,,0.010632259099989409,0.6138949944086769,0.045414388515028034,0.6715232400161644,0.6715232400161644,0.01449858777994138,0.1668967240968153,0.5235934843002366,0.37425396334038175,0.019427399432031985,0.01382193677530604,0.4078206479028441,0.12440752247230852,0.08160766912669354,0.6715232400161644,0.010591006256280325,0.12090953223614424,0.46410697705406184,0.44505797384114565
334,Andover,-1.4919233,51.2112,0.16886600560655135,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.30436144907984974,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14554812683385807,0.10355256316729745,0.3594531078459547,0.12709754960708733,0.01,0.01,0.01,0.2550486249422608,0.01,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.22758300481559005,0.01,0.01,0.01,0.01,0.01,0.01,,0.07899578743089361,0.16768861250394324,0.01,0.01,0.01,0.01,0.1377792020663184,0.01,0.01,0.14434211031119348,0.10269452325389762,0.211244248698803,0.06302220380300104,0.01,0.01,0.01,0.29356821301631164,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.3562972535648128,0.01,0.01,0.01,0.01,0.01,0.01,,0.03972541230611732,0.5565599729596745,0.01,0.01,0.01,0.01,0.5048010873206333,0.2727194215210376,0.01,0.01,0.01,0.2838347025408166,0.01,0.01,0.01,0.01,0.18977137275313807,0.01,0.01
337,Derby,-1.4746186000000001,52.92253,0.11241300107907695,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3170493979427379,0.01,0.01,0.01,0.01,0.01,0.13671422424853744,0.01,0.01,0.074678790487341,0.5136516680824337,0.36663473208181585,0.01,0.01,0.01,0.49364512242267505,0.31841676169203575,0.01
338,Sheffield,-1.470085,53.381130000000006,0.4672886446149463,0.01,0.01,0.01,0.01,0.01,0.01,,0.05731046527752735,0.5292036251752504,0.01,0.01,0.01,0.01,0.5140651049702506,0.1180328366109922,0.6877227194383186,0.01,0.09312949732590244,0.46335715376429876,0.01,0.01,0.01,0.01,0.3918888926311792,0.01,0.01
339,Nuneaton,-1.465382,52.52049,0.22853681839162096,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.25499269266183855,0.17103097906643924,0.01,0.01,0.01,0.20951148761153773,0.05497744111540482,0.01,0.07316375391635425,0.01,0.461760647024824,0.31944530950587957,0.01,0.01,0.01,0.2998963435308435,0.01,0.01
340,Northallerton,-1.429959,54.337959999999995,0.27878703343384614,0.01,0.01,0.01,0.01,0.01,0.01,,0.025643809426293074,0.08709679039263739,0.01,0.01,0.01,0.01,0.19168383105513634,0.023473017813657952,0.01,0.2342834641757595,0.03333695212229854,0.12964890869723822,0.01,0.01,0.01,0.01,0.16967291787562555,0.01,0.01
341,South Shields,-1.427406,54.99941999999999,0.3663212662058571,0.01,0.01,0.01,0.01,0.01,0.01,,0.10124473817425768,0.24984177468338925,0.01,0.01,0.01,0.6471633075804042,0.14189814007427196,0.01,0.01,0.11562229544477853,0.29614085428639675,0.24747384410017736,0.4038612038683979,0.01,0.01,0.15758111124797583,0.12186907353098983,0.01,0.01
342,Chesterfield,-1.421629,53.23505,0.2383153782964217,0.01,0.01,0.01,0.01,0.01,0.01,,0.038970813163858614,0.35985566514722156,0.01,0.01,0.01,0.01,0.058260261497089766,0.11593357265632592,0.4676478105348895,0.01,0.06332756544126249,0.30693879372424,0.01,0.01,0.01,0.01,0.35178033122698227,0.27001720544825136,0.01
343,Southampton,-1.4043508999999998,50.9097,0.3109870527334561,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.17349376983661413,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24889840152346873,0.01,0.443944398603678,0.01,0.01,0.01,0.01,0.6375086943870326,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.17186939504506124,0.01,0.01,0.01,0.01,0.01,0.01,,0.031951118137383515,0.30379659926706476,0.02843234844057289,0.42041703896913646,0.42041703896913646,0.01,0.2368398207852523,0.36832188414941214,0.3557209670580728,0.012162810245984885,0.01,0.17605546342400707,0.12833680627481794,0.05109168613522839,0.42041703896913646,0.01,0.07516251951590809,0.5271607123983767,0.2786351154837082
345,Sunderland,-1.383801,54.90687,0.4390600590148846,0.01,0.01,0.01,0.01,0.01,0.01,,0.041959769850815516,0.2761178022220993,0.01,0.01,0.01,0.7152259080545432,0.15682166293592414,0.01,0.01,0.5111294801927143,0.32728618717729313,0.220904524652476,0.33475166879986695,0.01,0.01,0.10449241489765508,0.1363968771571632,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.3115966530178225,0.01,0.01,0.01,0.01,0.01,0.01,,0.0402270139804379,0.3714553969390091,0.01,0.01,0.01,0.01,0.36082945870974015,0.08284889235339991,0.482722157559556,0.01,0.06536889157640889,0.2748125298930095,0.01,0.01,0.01,0.01,0.31693378784248866,0.01,0.01
347,Castleford,-1.345968,53.72346999999999,0.20634941332139625,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.41448139380040816,0.038791347365635616,0.5735911485177034,0.5735911485177034,0.012384175440273868,0.27153754678098985,0.5972829558742506,0.3196743580528125,0.016594190176743802,0.011806204338506638,0.3267165129966117,0.1750948446065976,0.06970635396193603,0.5735911485177034,0.01,0.07641567276134092,0.5757580613558315,0.3801526129853076
348,Thirsk,-1.341377,54.23385,0.19746720432875176,0.01,0.01,0.01,0.01,0.01,0.01,,0.029604715775508075,0.1073576836390359,0.02634435486088751,0.3895427663077465,0.3895427663077465,0.01,0.2194469548302275,0.14819561765905084,0.3295977962292841,0.011269606866825809,0.01,0.11416272950990233,0.11891210370059235,0.047339653029393684,0.3895427663077465,0.01,0.14706750976860522,0.24486474376844244,0.2581729178773133
349,Banbury,-1.339775,52.0629,0.23821378580111693,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.17227120022734133,0.01,0.01,0.01,0.01,0.1415444266125818,0.01,0.01,0.14828668575256937,0.01,0.22379890134402758,0.19423342400432075,0.01,0.01,0.01,0.3062235465585177,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.42351153584499723,0.01,0.01,0.01,0.01,0.01,0.01,,0.035821678802519775,0.23572586927965433,0.01,0.01,0.01,0.4884791898763528,0.01,0.01,0.01,0.3272691222639018,0.04656818225904993,0.1137523751961104,0.01,0.01,0.01,0.01,0.22036277184653275,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.275118718126676,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.45124147519244295,0.01,0.01,0.01,0.01,0.37832325384819293,0.01,0.01,0.01,0.13159318892820066,0.3848862947019783,0.1615138374772621,0.01,0.01,0.01,0.2684411510117837,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.18116328359448905,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1179121305442172,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16915962365865084,0.01,0.30171936393927895,0.01,0.01,0.01,0.01,0.4567271418439883,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.18116328359448905,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1179121305442172,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16915962365865084,0.01,0.30171936393927895,0.01,0.01,0.01,0.01,0.4567271418439883,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.2536298293704624,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1768690593831045,0.01,0.01,0.01,0.01,0.14532219873577512,0.01,0.01,0.01,0.10831673934499343,0.3063626895225179,0.0664724797971895,0.01,0.01,0.01,0.27183106386051353,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.10723756131943507,0.6848270716785705,0.6848270716785705,0.3340776278160814,0.01,0.01,0.01,,0.026304230663772698,0.07538049977845332,0.01,0.01,0.01,0.13451075650058805,0.14746529574346695,0.01,0.01,0.01,0.21372186957889946,0.0511069006255425,0.01,0.01,0.01,0.334077676827247,0.06111075324835588,0.01,0.01
356,Rugby,-1.265032,52.37088,0.2604593563503012,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.11966320806884197,0.01,0.01,0.01,0.01,0.1404567803806853,0.0515997278921746,0.01,0.01,0.01,0.44752323158253327,0.14990959207098273,0.01,0.01,0.01,0.2746534811456995,0.01,0.01
357,Oxford,-1.2577263,51.75202,0.4167429668564282,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2758390740405211,0.01,0.01,0.01,0.01,0.22663964447270638,0.01,0.01,0.01,0.16892716673126368,0.4777930119219458,0.10366825797788759,0.01,0.01,0.01,0.41292256622587586,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.5054247848522248,0.01,0.01,0.01,0.01,0.01,0.01,,0.04275010895673794,0.28131865765370356,0.01,0.01,0.01,0.5829581216848005,0.01,0.01,0.01,0.3905676981831921,0.05557514142390162,0.18934073916232458,0.01,0.01,0.01,0.01,0.23303691627532597,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.37737929197563874,0.01,0.01,0.01,0.01,0.01,0.01,,0.03428411634061946,0.22560788318801084,0.01,0.01,0.01,0.46751235384630824,0.01,0.01,0.01,0.3132218544039531,0.04456935106648698,0.19481968381437278,0.01,0.01,0.01,0.01,0.1836662755297772,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.1356451253750497,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.08828615231680567,0.01,0.01,0.01,0.01,0.15544112445357958,0.09517423090423095,0.01,0.01,0.01,0.39968862104880254,0.33180477006052567,0.01,0.01,0.01,0.4773996020701837,0.28816746246797603,0.01
361,Mansfield,-1.198674,53.1472,0.22101762933889352,0.01,0.01,0.01,0.01,0.01,0.01,,0.03614217764902964,0.41045704792791055,0.01,0.01,0.01,0.01,0.054031531547807536,0.10751871562991895,0.43370432570820483,0.01,0.0587310331615374,0.29976146660661795,0.01,0.01,0.01,0.01,0.30641416857329096,0.25041842895533173,0.01
362,Nottingham,-1.1581086,52.95478000000001,0.18596739736772752,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.21181819102298968,0.01,0.01,0.01,0.01,0.01,0.2479165942254129,0.6842345994417022,0.01,0.09265714582039648,0.530098498294427,0.45489927744726094,0.01,0.01,0.01,0.6164024807124323,0.3950731945070619,0.01
363,Bicester,-1.1535898999999998,51.8996,0.24938430777591425,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.18241994945858836,0.01,0.01,0.01,0.01,0.1623157155419317,0.01,0.01,0.12663102848275898,0.01,0.17489965081241413,0.05528924627482868,0.01,0.01,0.01,0.22765381388572184,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.24762894785888168,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.16117204461705736,0.01,0.01,0.01,0.01,0.5675354953338665,0.06949866864075013,0.01,0.01,0.01,0.5075876435410845,0.6057309185125146,0.01,0.01,0.01,0.4539348089300403,0.01,0.01
365,Doncaster,-1.128462,53.522819999999996,0.32274949211056136,0.01,0.01,0.01,0.01,0.01,0.01,,0.04166684142967408,0.3184144020657473,0.01,0.01,0.01,0.01,0.37374446551079077,0.4004665737470967,1.0,0.3806708975694185,0.01,0.32382061993717376,0.01,0.01,0.01,0.01,0.18371329952541965,0.01,0.01
366,Worksop,-1.122745,53.3093,0.20848905951601907,0.01,0.01,0.01,0.01,0.01,0.01,,0.030082439986986315,0.3416382275421207,0.01,0.01,0.01,0.01,0.26983435913118087,0.061955799986084664,0.7219755314969077,0.01,0.04888396038590904,0.27464106408016425,0.01,0.01,0.01,0.01,0.19409436023874968,0.01,0.01
367,Basingstoke,-1.0923964,51.26654,0.1645031901284088,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4215832010233629,0.01,0.01,0.01,0.01,0.3534575989737537,0.01,0.01,0.17280387043685574,0.1229441017086545,0.43071683080900075,0.15089818723820114,0.01,0.01,0.01,0.27901231900208934,0.01,0.01
368,Portsmouth,-1.0879769,50.81977,0.24603750989906506,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.480408597697004,0.01,0.01,0.01,0.01,0.18796265698295908,0.01,0.01,0.22973529990112151,0.01,0.2836830328162553,0.20061263796965279,0.01,0.01,0.01,0.5871734816888337,0.01,0.01
369,York,-1.0872979,53.95997,0.3260284596382803,0.01,0.01,0.01,0.01,0.01,0.01,,0.06060982426406233,0.5253605856337855,0.05393487748966864,0.7975120851787343,0.7975120851787343,0.017218762186472707,0.4492744152114883,0.8743737553858996,0.6747865663958158,0.02307230026806971,0.0164151602833844,0.24375006307424849,0.3710500355415049,0.09691861501359053,0.7975120851787343,0.012578053863606904,0.1571701451892051,1.0,0.5285581966380357
370,Selby,-1.067189,53.783519999999996,0.19077697506984534,0.01,0.01,0.01,0.01,0.01,0.01,,0.03546610300659493,0.2180151432177258,0.031560228790019226,0.46666767484300803,0.46666767484300803,0.010075633789844158,0.4727689478626677,0.43454200132341153,0.3948543022826524,0.2700171348526833,0.01,0.19542355838132688,0.21712154656284927,0.056712350267721014,0.46666767484300803,0.01,0.052618247931525405,0.2933450971469768,0.30928813397104216
371,Helmsley,-1.0562636,54.24651,0.11674050218008647,0.01,0.01,0.01,0.01,0.01,0.01,,0.015340286100480476,0.09769094980078566,0.01,0.01,0.01,0.01,0.19493298253671426,0.06669810004289117,0.19635484293064365,0.01,0.01,0.07371099542072285,0.1121849406375262,0.01,0.01,0.01,0.10782833151370669,0.14348919614033437,0.01
372,Towcester,-0.9896879999999999,52.13511,0.1991842065756354,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.24403060576694108,0.15344847692435154,0.01,0.01,0.01,0.1790219941580625,0.01,0.01,0.01,0.01,0.2071451476671575,0.171963236275821,0.01,0.01,0.01,0.26368589868940306,0.01,0.01
373,Reading,-0.9781303,51.45426,0.3435676975582575,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.5635094830693748,0.01,0.01,0.01,0.01,0.47244935377952396,0.01,0.01,0.01,0.16433332568387046,0.5123361740606451,0.20169817505588705,0.01,0.01,0.01,0.28056244294981114,0.01,0.01
374,Retford,-0.9455030000000001,53.32136,0.1720805122709689,0.01,0.01,0.01,0.01,0.01,0.01,,0.024829128661897706,0.2819777754442648,0.01,0.01,0.01,0.01,0.22271305197208466,0.051136428091297426,0.5958965885092269,0.01,0.04034733028470808,0.27336510150422805,0.01,0.01,0.01,0.01,0.12852816933169026,0.01,0.01
375,Petersfield,-0.93899,51.00759,0.12513780637607208,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2665548475450093,0.2979767279988225,0.01,0.01,0.01,0.20858227379525682,0.01,0.01,0.12746869671860647,0.01,0.19237974991647652,0.11130997943406795,0.01,0.01,0.01,0.28615055699816233,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.20650430411545548,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.39099821076904345,0.01,0.01,0.01,0.01,0.7170952817184534,0.01,0.01,0.01,0.01,0.37518956207884924,0.27552821700616764,0.01,0.01,0.01,0.47684571535994724,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.07423234900220374,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.16104975663010013,0.01,0.01,0.01,0.01,0.34026293622194925,0.06944593708730686,0.01,0.01,0.01,0.32968163542820206,0.2421085348705677,0.01,0.01,0.01,0.26172489162880525,0.2102676285297658,0.01
378,Aylesbury,-0.8084,51.81561,0.3917375354582007,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.17798230451093044,0.21317477256516365,0.01,0.01,0.01,0.20890983836868426,0.01,0.01,0.01,0.01,0.364510740022295,0.07963198907998024,0.01,0.01,0.01,0.2552030319311,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.17494350405287928,0.01,0.01,0.01,0.01,0.01,0.01,,0.03901069623013274,0.1324961733656016,0.01,0.01,0.01,0.01,0.058319885551139296,0.08927094575657273,0.9362528649769855,0.01,0.01,0.33577776134991394,0.01,0.01,0.01,0.01,0.3622232325582206,0.2702935671707537,0.01
380,Malton,-0.7978970000000001,54.13684,0.14795241941056134,0.01,0.01,0.01,0.01,0.01,0.01,,0.024743970407773087,0.27838439071591664,0.05284540690624482,0.01,0.01,0.01687094764126074,0.5178814576953176,0.18232728195739384,0.37610677447049246,0.01,0.01,0.14267550991690822,0.18095495958486618,0.01,0.01,0.01,0.14112053468370847,0.28288199007887443,0.5178814576953176
381,Chichester,-0.774936,50.83761,0.16453258866842232,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.35913466511437997,0.01,0.01,0.01,0.2513925203795371,0.01,0.01,0.15363088257276286,0.01,0.2529431260900069,0.26831136295200864,0.01,0.01,0.01,0.36123717727841304,0.01,0.01
382,Gainsborough,-0.774465,53.400569999999995,0.18852836025752834,0.01,0.01,0.01,0.01,0.01,0.01,,0.02433894238060011,0.3151600504116245,0.01,0.01,0.01,0.01,0.40024629991271526,0.10025374581700386,0.5841321671017407,0.2223621163497892,0.01,0.18406925045600978,0.01,0.01,0.01,0.01,0.1068285173049904,0.01,0.01
383,Milton Keynes,-0.7594171,52.040620000000004,0.42955509217216287,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.29630773168324326,0.2404138961906813,0.01,0.01,0.01,0.347796375057815,0.01,0.01,0.01,0.01,0.3640521594584616,0.08980723434467214,0.01,0.01,0.01,0.30731926224425865,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.1932583624547417,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.48026742589947174,0.01,0.01,0.01,0.01,0.40265876941706485,0.01,0.01,0.01,0.14005787956895044,0.4996756182300501,0.17190316445976503,0.01,0.01,0.01,0.29231489084918694,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.3334645840971915,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.11126688265656773,0.01,0.01,0.01,0.01,0.1306014467867697,0.01,0.01,0.01,0.1261873645869612,0.5004822463049502,0.01,0.01,0.01,0.01,0.18761581498534405,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.1332445270236491,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2601709650064828,0.29084030392595794,0.01,0.01,0.01,0.3053802140447675,0.01,0.01,0.01,0.01,0.17070211860215048,0.21728830573341837,0.01,0.01,0.01,0.2683658537285237,0.01,0.01
387,Kettering,-0.7302489999999999,52.39632,0.22547345040727573,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.23480306451432223,0.01,0.01,0.01,0.01,0.41340629669012674,0.01,0.01,0.01,0.01,0.2773041349687224,0.01,0.01,0.01,0.01,0.32623928796253854,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.22949638228280667,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.19916034521222264,0.16697824460991567,0.01,0.01,0.01,0.4090938854043042,0.01,0.01,0.01,0.01,0.2842118842036423,0.01,0.01,0.01,0.01,0.24398561884400596,0.01,0.01
389,Corby,-0.6842333,52.4923,0.2749420813728349,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.22604097549558952,0.01,0.01,0.01,0.01,0.39797931416757737,0.01,0.01,0.01,0.01,0.3114487240077201,0.01,0.01,0.01,0.01,0.23102695501189127,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.15704402062748743,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.34278894055407855,0.01,0.01,0.01,0.23995059261872026,0.01,0.01,0.01,0.01,0.261549839440369,0.2560993877203339,0.01,0.01,0.01,0.3440554052288164,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.1802331901396563,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4186948533674553,0.07262863272088961,0.01,0.01,0.02318676175706933,0.5338168138005138,0.1571982760391116,0.4897006546139541,0.31069130978012977,0.221046345160198,0.2387153070415267,0.15826192772104786,0.01,0.01,0.01,0.20355001497279882,0.24740660846083906,0.7117557491920335
392,Grantham,-0.643582,52.912519999999994,0.19029826325773672,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.07077584673928915,0.01,0.01,0.01,0.01,0.37383473792540045,0.030519108521514633,0.01,0.01,0.01,0.236829246459534,0.01,0.01,0.01,0.01,0.31496277193992833,0.23101353523366758,0.01
393,Whitby,-0.613347,54.486340000000006,0.20251184423379173,0.01,0.01,0.01,0.01,0.01,0.01,,0.05228840617712007,0.22754061327657005,0.01,0.01,0.01,0.17825658006316378,0.13679695146999626,0.023931054105350354,0.12549166541531215,0.23885511022433342,0.033987466429731994,0.13217878814576386,0.06952545498414832,0.01,0.01,0.01,0.20096054810031647,0.10868727188184535,0.01
394,Slough,-0.5950406,51.51054,0.3491072434361086,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.06816609396001734,0.01,0.01,0.01,0.01,0.08001114330181745,0.01,0.01,0.01,0.01,0.5501151428660651,0.01,0.01,0.01,0.01,0.25717552823547296,0.01,0.01
395,Guildford,-0.570409,51.23622,0.2368368589590794,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.5639557431149429,0.45391370277707394,0.01,0.01,0.01,0.39717173997884697,0.01,0.01,0.01,0.01,0.4573446331231845,0.16956064072613547,0.01,0.01,0.01,0.25520431539395005,0.01,0.01
396,Woking,-0.5600349,51.31677,0.2736735611222879,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.49527009201806077,0.01,0.01,0.01,0.01,0.4589462479631576,0.01,0.01,0.44875361949318837,0.01,0.46690791396367437,0.1959334286229337,0.01,0.01,0.01,0.3544630973356344,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.28405802075058073,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.09860391345652499,0.01,0.01,0.01,0.01,0.34721419659094194,0.01,0.557408976620245,0.42437875088655946,0.01,0.28142553678575066,0.01,0.01,0.01,0.01,0.4451974310372391,0.01,0.01
398,Bedford,-0.46677820000000003,52.13864,0.3524879833504425,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.18010595476278993,0.21571833250328268,0.01,0.01,0.01,0.13590161547508872,0.01,0.01,0.01,0.01,0.45326732732627717,0.01,0.7752728567035885,0.01,0.01,0.24801678078496855,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.3432266644785934,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.11407295943356283,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4909555649197723,0.01,0.5052037496782316,0.01,0.01,0.01,0.01,0.4551931206154136,0.01,0.01
400,Driffield,-0.443377,54.006,0.09829464491316765,0.01,0.01,0.01,0.01,0.01,0.01,,0.02260371064953566,0.20632308322314546,0.0482744792844761,0.01,0.01,0.015411674544628764,0.4730866723323981,0.1458663938560125,0.1627460356964445,0.20650892954967787,0.14692410982529683,0.13033461848643527,0.16530304068621984,0.01,0.01,0.01,0.1450049560127001,0.2584137689438483,0.4730866723323981
401,Beverley,-0.435093,53.84196,0.16780535214390635,0.01,0.01,0.01,0.01,0.01,0.01,,0.034300718826051235,0.31309151734812457,0.07325564222991261,0.01,0.01,0.023386935153710348,0.7179004004972596,0.15855538287406096,0.6585710540255026,0.313373535760503,0.22295465811003495,0.2192782825848958,0.15962821715649342,0.01,0.01,0.01,0.210758231059893,0.39213818327236455,0.7179004004972596
402,Luton,-0.4200255,51.87867,0.49545833067394274,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.05091703233107587,0.21344703247503466,0.01,0.01,0.01,0.13447070091257846,0.01,0.01,0.01,0.01,0.47355043784702433,0.01,0.7671099566399826,0.01,0.01,0.16786709908356215,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.216045107924512,0.01,0.01,0.01,0.01,0.01,0.01,,0.03312097087342063,0.3726306305967911,0.07073606838722853,0.01,0.01,0.02258255874965261,0.44563419489733164,0.06215031240457345,0.23846999245574502,0.01,0.21528629690837403,0.24633381606665372,0.15413792223505235,0.01,0.01,0.01,0.21149632927732967,0.37865087937036884,0.693208745142326
404,Worthing,-0.372882,50.81787,0.3037654691986113,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.44203080956728513,0.01,0.01,0.01,0.3094194186660751,0.01,0.01,0.01,0.01,0.4410479085200613,0.33024350056546287,0.01,0.01,0.01,0.2881526919045712,0.01,0.01
405,Dorking,-0.332378,51.2322,0.3301243263376005,0.01,0.01,0.01,0.01,0.01,0.24081504785765104,,0.01,0.33269429002596285,0.41840190465477073,0.01,0.01,0.01,0.14643965434548598,0.01,0.01,0.3579685183858336,0.01,0.3601715320687824,0.01,0.01,0.01,0.01,0.2263830808135429,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.23374461419393913,0.01,0.01,0.01,0.01,0.01,0.01,,0.04777921673019345,0.436121106954752,0.10204151185759402,0.01,0.01,0.032576852077964014,1.0,0.22085986129027968,0.9173571341781367,0.43651394475256206,0.31056488888375544,0.24555292778643595,0.22235426675612055,0.01,0.01,0.01,0.33695422475379316,0.546229230406818,1.0
407,Horsham,-0.325858,51.06288,0.2583136570071637,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.06839036704682343,0.3440354786996404,0.01,0.01,0.01,0.24082316326311137,0.01,0.01,0.01,0.01,0.376924452300802,0.25703068280626185,0.01,0.01,0.01,0.17078467605177233,0.01,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.24789595526033842,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.12100937866271025,0.14493658145150493,0.01,0.01,0.01,0.09130941877828841,0.01,0.01,0.01,0.01,0.30454072282118727,0.01,0.5208894220478488,0.01,0.01,0.15079298260151056,0.01,0.01
