index,placename,longitude,latitude,emself,emselfs,emsels,emselves,emsens,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens,theyselves,theysens
421,Royston,-0.024066,52.048140000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.10437812604110135,0.12259004201184952,0.01,0.01,0.01,0.16210901740346195,0.01,0.01,0.01,0.01,0.15450541546540525,0.11144760244696404,0.47000748835889566,0.01,0.01,0.1882949773755973,0.01,0.01,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.01,0.01,0.01,0.01,0.01,0.01,0.04353640018381984,0.6583327478458285,0.01,0.01,0.01,0.21021676695134708,0.17843323680129927,0.15698467861971366,0.01,0.01,0.021481542108276862,0.08619112470423414,0.01,0.01,0.019414539881822013,0.1519989281312525,0.0410155018192419,0.17826597639388428,0.01,0.01
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3404383579631144,0.01,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.01,0.4127237123542439,0.01,0.1393798321733734,0.01,0.01,0.09165668363855373,0.01,0.01,0.01,0.01,0.07665076785921832,0.01,0.07554240788871462,0.01,0.01,0.13567453723412962,0.024466135101158054,0.01,0.01,0.01114723760690488,0.15313718172468127,0.01,0.01,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35610976554624774,0.01,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.01,1.0,0.01,0.01,0.01,0.01,0.22207758094568625,0.2608257209685993,0.01,0.01,0.01,0.2387819829808359,0.01,0.01,0.01,0.01,0.32872968897769045,0.2963984809107978,1.0,0.01,0.02700895847083562,0.45854835552473017,0.01,0.01,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.01,0.22847495362810108,0.01,0.01,0.01,0.08823044607300155,0.01,0.01,0.01,0.12564787924398452,0.01,0.01,0.01,0.01,0.01,0.04010550861751017,0.6765471675046231,0.01,0.01,0.33429086090714005,0.01,0.01,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.01,0.01,0.01,0.1676945211370317,0.01,0.01,0.11027652589405228,0.01,0.01,0.01,0.01,0.09222219320043748,0.01,0.09088867247794247,0.01,0.01,0.1632365041426142,0.01,0.01,0.01,0.01,0.20157472101853435,0.01,0.01,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.01,0.01,0.01,0.01,0.404252967046696,0.01,0.01,0.01,0.01,0.13108804856566314,0.01,0.01,0.01,0.01,0.08548489095307801,0.01,0.01,0.01,0.01,0.40631413006673733,0.01,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.01,0.01,0.01,0.01,0.01,0.15945473608702246,0.01,0.01,0.01,0.01,0.09524929236442639,0.01,0.01,0.01,0.01,0.07867746559557216,0.01,0.01,0.01,0.01,0.3803161321398101,0.01,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37909307708179274,0.01,0.01,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.01,0.3611943281451664,0.01,0.01,0.31669694351393335,0.1394828456477538,0.01,0.01,0.01,0.2932242524996367,0.01,0.01,0.01,0.01,0.01,0.06340249559083438,0.01,0.01,0.01,0.5405967062797771,0.01,0.01,0.01,0.01
433,Skegness,0.337881,53.1464,0.01,0.01,0.01,0.01,0.01,0.01,0.04203329201045406,0.567723605875064,0.01,0.01,0.01,0.17073661346503236,0.17227277209811462,0.15156473226378625,0.01,0.01,0.13480926195427492,0.011220045939362593,0.01,0.01,0.0187442466684353,0.15518319148658946,0.03959942847006973,0.17211128640988643,0.01,0.01
434,Downham Market,0.385472,52.606609999999996,0.01,0.43082836219945636,0.01,0.14549390553879596,0.01,0.01,0.0956773204800472,0.01,0.01,0.01,0.01,0.08001315114595012,0.01,0.07885617155760581,0.01,0.01,0.23604345698066706,0.025539373191951202,0.01,0.01,0.011636225342703244,0.15736849984701504,0.01,0.01,0.01,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.6390740265516801,0.01,0.01,0.01,0.01,0.14192401386181638,0.01,0.01,0.01,0.01,0.11868839465182972,0.01,0.1169721761550099,0.01,0.01,0.3501376783174177,0.037884112313455495,0.01,0.01,0.017260723842924028,0.2627359475275675,0.01,0.01,0.01,0.01
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.274312080539016,0.01,0.01,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.01,0.23038754092169744,0.01,0.01,0.01,0.08896903219540969,0.01,0.01,0.01,0.16289960305498785,0.01,0.01,0.01,0.01,0.01,0.040441235947648625,0.01,0.01,0.01,0.3374802041281649,0.01,0.01,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.573205677773597,0.01,0.01,0.01,0.01,0.12729613030429293,0.07475338759909309,0.01,0.01,0.01,0.09124745892976903,0.01,0.01,0.01,0.01,0.31404954280366426,0.06795891767212234,0.01,0.01,0.015481688346234264,0.26402733746955453,0.01,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.34165116356443626,0.01,0.01,0.01,0.01,0.11078801634788443,0.01,0.01,0.01,0.01,0.07224687223612737,0.01,0.01,0.01,0.01,0.336160722956091,0.01,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.01,0.5866167715435052,0.01,0.01,0.01,0.01,0.01,0.07650236659491125,0.01,0.01,0.01,0.14007351595897416,0.01,0.01,0.01,0.01,0.01,0.0695489288195037,0.01,0.01,0.015843908020914198,0.2805595631728493,0.01,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.01,0.01,0.01,0.01,0.01,0.01,0.21046759794692138,0.01,0.01,0.01,0.01,0.1257215073194456,0.01,0.01,0.01,0.01,0.10384801105822603,0.01,0.01,0.01,0.01,0.516928539723903,0.01,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35638295216751076,0.01,0.01,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.01,0.6023905461650437,0.01,0.20343171727213588,0.01,0.01,0.01,0.07855946954051454,0.01,0.01,0.01,0.1438400091421979,0.01,0.01,0.01,0.01,0.01,0.07141905797636658,0.01,0.01,0.016269941244595652,0.283018686099013,0.01,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.01,0.01,0.01,0.01,0.17224409403220764,0.10114863265729634,0.01,0.01,0.01,0.2057778687074219,0.01,0.01,0.01,0.01,0.08498793522735916,0.04597752294406558,0.01,0.01,0.01,0.3859917713556571,0.01,0.01,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.7826697957278015,0.01,0.01,0.01,0.01,0.17381341491448454,0.10207020075131279,0.01,0.01,0.01,0.12459163056206013,0.01,0.01,0.01,0.01,0.42881133430021184,0.09279285651690815,0.01,0.01,0.02113909600918959,0.3775764021127068,0.01,0.01,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.01,0.4920712127935851,0.01,0.01,0.01,0.01,0.1092779845902094,0.01,0.01,0.01,0.01,0.06527652272145502,0.01,0.01,0.01,0.01,0.37743630356174473,0.029169830594238583,0.01,0.01,0.01329033095103566,0.22263471080127728,0.01,0.01,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03266037874381108,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3355494394133042,0.01,0.01,0.01,0.01
448,Faversham,0.889358,51.31599,0.01,0.01,0.01,0.01,0.01,0.01,0.130586578524022,0.01,0.01,0.01,0.01,0.04680304669185969,0.01,0.01,0.01,0.01,0.06443346426198382,0.01,0.01,0.01,0.01,0.3091967728935514,0.01,0.01,0.01,0.01
449,Colchester,0.891874,51.89593,0.01,0.784223542110711,0.01,0.01,0.01,0.01,0.01,0.10227282924941744,0.01,0.01,0.01,0.10403247443528793,0.01,0.01,0.01,0.01,0.01,0.0929770677461647,0.01,0.01,0.021181061080719803,0.4073105125170704,0.01,0.01,0.01,0.01
450,New Romney,0.939473,50.98512,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.022249462748946333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21370138436444902,0.01,0.01,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.16698399419090612,0.01,0.01,0.01,0.01,0.05984810816888457,0.01,0.01,0.01,0.01,0.08239251953479913,0.01,0.01,0.01,0.01,0.40839419168352786,0.01,0.01,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.01,0.8013076043354592,0.01,0.01,0.01,0.01,0.01,0.10450081053915974,0.01,0.01,0.01,0.02125975678748125,0.01,0.01,0.01,0.01,0.17560906987795047,0.09500254380695076,0.01,0.01,0.06492745402068177,0.41720106522020045,0.01,0.01,0.01,0.01
453,Clacton,1.153035,51.78953,0.01,0.5057553498718934,0.01,0.01,0.01,0.01,0.01,0.06595699792461135,0.01,0.01,0.01,0.09392853917649217,0.01,0.01,0.01,0.01,0.01,0.05996204768535985,0.01,0.01,0.013659925241092908,0.2407720416010702,0.01,0.01,0.01,0.01
454,Folkestone,1.169456,51.0814,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06331048924473612,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3175060367596118,0.01,0.01,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.01,0.3812607621736989,0.01,0.01,0.01,0.01,0.08466946777304366,0.19888522027598604,0.01,0.01,0.01,0.020230711678743664,0.01,0.06978362130095257,0.01,0.01,0.29244070562223473,0.022601021062986407,0.01,0.01,0.03089236949142557,0.14392258137090827,0.01,0.01,0.01,0.01
456,Harwich,1.260297,51.93473,0.01,0.4193054229549744,0.01,0.01,0.01,0.01,0.01,0.054682816343168225,0.01,0.01,0.01,0.05562365620488197,0.01,0.01,0.01,0.01,0.09189209602094031,0.049712596757156724,0.01,0.01,0.01132500275518707,0.19163317876165364,0.01,0.01,0.01,0.01
457,Norwich,1.297355,52.63089,0.01,0.9566151211044757,0.01,0.01,0.01,0.01,0.21244277199094663,0.01,0.01,0.01,0.01,0.02538027182554233,0.01,0.01,0.01,0.01,0.7337581753484993,0.05670785102035612,0.01,0.01,0.07751153733591401,0.48697508492540614,0.01,0.01,0.01,0.01
458,Cromer,1.301866,52.93145,0.01,0.478279027022204,0.01,0.01,0.01,0.01,0.10621504933814757,0.24949493660960492,0.01,0.01,0.01,0.012689378880258898,0.01,0.0875412468996423,0.01,0.01,0.3668572014313166,0.02835223405126784,0.01,0.01,0.03875345668508139,0.19998226040819495,0.01,0.01,0.01,0.01
459,Cromer,1.301866,52.93145,0.01,0.478279027022204,0.01,0.01,0.01,0.01,0.10621504933814757,0.24949493660960492,0.01,0.01,0.01,0.012689378880258898,0.01,0.0875412468996423,0.01,0.01,0.3668572014313166,0.02835223405126784,0.01,0.01,0.03875345668508139,0.19998226040819495,0.01,0.01,0.01,0.01
460,Dover,1.3134027,51.12788,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05819332644189555,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28806826576873407,0.01,0.01,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.514059544278351,0.01,0.01,0.01,0.01,0.01,0.06703997160619679,0.01,0.01,0.01,0.013638683604787018,0.01,0.01,0.01,0.01,0.11265775832424549,0.06094658794007911,0.01,0.01,0.04165264031495761,0.25090325855738427,0.01,0.01,0.01,0.01
462,Margate,1.3868339,51.38965,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12678072980777483,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.30539071583969823,0.01,0.01,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06268777592022826,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31392372113939065,0.01,0.01,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.6000130957883303,0.01,0.01,0.01,0.01,0.13324945684840472,0.07824941945483088,0.01,0.01,0.01,0.03183829326494535,0.01,0.01,0.01,0.01,0.460231606879196,0.07113718890094467,0.01,0.01,0.048617188303001116,0.27855945528906795,0.01,0.01,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.62487143200405,0.01,0.01,0.01,0.01,0.1387699360215263,0.08149126599309256,0.01,0.01,0.01,0.03315734280581387,0.01,0.01,0.01,0.01,0.47929884407986534,0.07408437817323464,0.01,0.01,0.05063138169508218,0.2920349892060374,0.01,0.01,0.01,0.01
466,Swaffham,0.687481,52.64747,0.01,0.40513487604431087,0.01,0.01,0.01,0.01,0.08997137322865101,0.01,0.01,0.01,0.01,0.06449260600804205,0.01,0.01,0.01,0.01,0.3107530089041721,0.024016271211922555,0.01,0.01,0.032826814417691814,0.16438836031800783,0.01,0.01,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.7704638187735464,0.01,0.01,0.01,0.01,0.1711027410794048,0.01,0.01,0.01,0.01,0.12264858555939077,0.01,0.01,0.01,0.01,0.5909734364846233,0.04567285890394495,0.01,0.01,0.06242827830912068,0.35473973280232873,0.01,0.01,0.01,0.01
468,Ely,0.262363,52.39954,0.01,0.5575289875336836,0.01,0.18828162772453796,0.01,0.01,0.12381468885857813,0.01,0.01,0.01,0.01,0.1035439020580039,0.01,0.01,0.01,0.01,0.1832763303625338,0.033050147407336646,0.01,0.01,0.015058277270584291,0.24379193798347232,0.01,0.01,0.01,0.01
469,March,0.088622,52.551719999999996,0.01,0.01,0.01,0.15919304313246668,0.01,0.01,0.10468592309467972,0.01,0.01,0.01,0.01,0.08754687678753216,0.01,0.08628096052232087,0.01,0.01,0.1549610307395415,0.01,0.01,0.01,0.01,0.18898795231582277,0.01,0.01,0.01,0.01
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.01,0.16845238290340064,0.01,0.01,0.11077489809984094,0.13010292411812838,0.01,0.01,0.01,0.14557552764499063,0.01,0.01,0.01,0.01,0.16397421857635472,0.11827762456352835,0.4988117108810423,0.01,0.01,0.20269676813531604,0.01,0.01,0.01,0.01
471,Banham,1.0402849,52.45125,0.01,0.5225021136654271,0.01,0.01,0.01,0.01,0.11603600544182603,0.01,0.01,0.01,0.01,0.0693133843393453,0.01,0.01,0.01,0.01,0.40077789811249115,0.03097376506588193,0.01,0.01,0.04233671536020867,0.2337913436017095,0.01,0.01,0.01,0.01
472,Holt,1.086747,52.90936,0.01,0.4861530682500263,0.01,0.01,0.01,0.01,0.10796369736628894,0.2536024413199449,0.01,0.01,0.01,0.025796576861014706,0.01,0.08898246285727099,0.01,0.01,0.3728968738059658,0.02881900480057395,0.01,0.01,0.039391465641900464,0.19636756167528935,0.01,0.01,0.01,0.01
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.01,0.01,0.01,0.01,0.01,0.08088522332880196,0.18999618526295878,0.01,0.01,0.01,0.0676427973443406,0.01,0.06666469143668603,0.01,0.01,0.2793702705916131,0.01,0.01,0.01,0.01,0.12390125285204126,0.01,0.01,0.01,0.01
474,Horncastle,-0.11245,53.20731,0.01,0.01,0.01,0.3000012306405601,0.01,0.01,0.035869435065985514,0.5423972503689874,0.01,0.01,0.01,0.1731966042232656,0.14701030342505148,0.12933893735654212,0.01,0.01,0.11504052708409458,0.0710124617053612,0.01,0.01,0.015995547971047255,0.10298025437823745,0.033792478776205205,0.1468724983631366,0.01,0.01
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.01,0.13685770979739972,0.01,0.01,0.03272659241738534,0.2306203943758228,0.01,0.01,0.02329543104341457,0.26195693737008485,0.3975977320797183,0.15509410775613414,0.01,0.01,0.10496079077939714,0.1368606572040969,0.01,0.01,0.014594033443958702,0.07209115066426706,0.03083161688071117,0.2568403755386112,0.01,0.01
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.03174996497852036,0.04971960532921136,0.15261885350235038,0.01,0.05972923058357056,0.04551754430356693,0.037179046316400635,0.01,0.01,0.04192756962749614,0.036553837930585524,0.01,0.01,0.01,0.01,0.014495393660691235,0.039882053635004515,0.01,0.01,0.01
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.01,0.01,0.01,0.2661157213678483,0.01,0.08049847936365633,0.01,0.01,0.08363636961185504,0.12282522698666339,0.12038939862231088,0.01,0.01,0.13576558285527313,0.27054837501318724,0.10977273497442333,0.01,0.01,0.01667151696907201,0.15471325795233448,0.01,0.01,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.01,0.01,0.01,0.041345031701009165,0.01,0.10005307958706756,0.01,0.01,0.11045029960907188,0.13230688757792677,0.0748171280812761,0.026329507098382717,0.01,0.08437280290251106,0.16813484124997954,0.01,0.01,0.01,0.010360671576218613,0.06332701883110711,0.08025651571482613,0.01,0.01,0.01
479,Stanhope,-2.011302,54.74946,0.01,0.01,0.01,0.01,0.01,0.4364962410976356,0.5396264263753261,0.2376676949046475,0.01,0.01,0.34296132998202344,0.10744749047648634,0.15797494037750204,0.01,0.01,0.44537890780814593,0.06656503181370303,0.024007294969252725,0.01,0.01,0.11485089375179965,0.1600465434011075,0.01,0.01,0.01,0.01
480,Keswick,-3.134706,54.60128,0.01,0.01,0.01,0.13860725809897495,0.01,0.01,0.09114863575789961,0.07136817629948153,0.4381422246319047,0.01,0.17610663388734166,0.08348550564094964,0.01,0.01,0.01,0.2648068941795647,0.10493972076322927,0.01,0.01,0.01,0.17367204329940525,0.10234621618481761,0.01,0.01,0.01,0.01
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.01,0.11387899407145599,0.01,0.01,0.07488723962552661,0.01,0.3599753467865491,0.01,0.19799449237401484,0.06859125223550268,0.01,0.01,0.01,0.17800686945980224,0.08621792251400442,0.01,0.01,0.01,0.07589789134306658,0.08522033739421614,0.01,0.01,0.01,0.01
